,tconst,original_title,start_year,runtime_minutes,genres,budget,ww_gross
571,tt1121096,Seventh Son,2014,102.0,"Action,Adventure,Fantasy","{'amount': 95000000, 'currency': 'USD'}",114178613.0
572,tt1121986,Art of Submission,2012,119.0,"Action,Drama","{'amount': 4500000, 'currency': 'USD'}",9004.0
573,tt1122614,And Everything Is Going Fine,2010,89.0,Documentary,,22080.0
575,tt1124035,The Ides of March,2011,101.0,"Drama,Thriller","{'amount': 12500000.0, 'currency': 'USD'}",76338111.0
576,tt1124037,Free State of Jones,2016,139.0,"Action,Biography,Drama","{'amount': 50000000, 'currency': 'USD'}",25035950.0
580,tt1126590,Big Eyes,2014,106.0,"Biography,Crime,Drama","{'amount': 10000000.0, 'currency': 'USD'}",29253166.0
581,tt1126591,Burlesque,2010,119.0,"Drama,Music,Musical","{'amount': 55000000, 'currency': 'USD'}",89520336.0
582,tt1126618,Morning Glory,2010,107.0,"Comedy,Drama,Romance","{'amount': 40000000, 'currency': 'USD'}",60040976.0
583,tt1127883,The Girl,2012,95.0,"Crime,Drama,Thriller",,35048.0
584,tt1127886,Here,2011,126.0,"Adventure,Drama,Romance",,31428.0
586,tt1129396,Radio Free Albemuth,2010,111.0,"Drama,Sci-Fi","{'amount': 3600000.0, 'currency': 'USD'}",9365.0
588,tt1129412,Circle,2010,88.0,"Horror,Thriller","{'amount': 2000000.0, 'currency': 'USD'}",10024.0
589,tt1129427,Miss Nobody,2010,92.0,"Comedy,Crime",,90647.0
592,tt1130884,Shutter Island,2010,138.0,"Mystery,Thriller","{'amount': 80000000, 'currency': 'USD'}",294805697.0
593,tt1130964,The 5th Quarter,2010,90.0,"Biography,Drama,Sport","{'amount': 6000000.0, 'currency': 'USD'}",408159.0
596,tt1131728,Basmati Blues,2017,106.0,"Comedy,Musical,Romance",,15605.0
598,tt1132449,Lay the Favorite,2012,94.0,"Comedy,Drama,Romance","{'amount': 26350000.0, 'currency': 'USD'}",1577272.0
600,tt1133985,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi","{'amount': 200000000, 'currency': 'USD'}",219851172.0
603,tt1135084,Takers,2010,107.0,"Action,Crime,Thriller","{'amount': 32000000, 'currency': 'USD'}",80205382.0
606,tt1137450,Death Wish,2018,107.0,"Action,Crime,Drama","{'amount': 30000000, 'currency': 'USD'}",49562710.0
607,tt1137470,Accidental Love,2015,100.0,"Comedy,Romance","{'amount': 26000000.0, 'currency': 'USD'}",24487.0
609,tt1139592,Jeepers Creepers 3,2017,100.0,"Action,Horror,Mystery",,4017852.0
612,tt1142977,Frankenweenie,2012,87.0,"Animation,Comedy,Family","{'amount': 39000000, 'currency': 'USD'}",81493846.0
614,tt1143896,Holy Rollers,2010,89.0,"Biography,Crime,Drama","{'amount': 1000000.0, 'currency': 'USD'}",744266.0
620,tt1147681,After,2014,99.0,"Drama,Mystery",,24544.0
628,tt1152398,Beastly,2011,86.0,"Drama,Fantasy,Romance","{'amount': 17000000, 'currency': 'USD'}",43202283.0
629,tt1152822,Freakonomics,2010,93.0,Documentary,"{'amount': 2900000, 'currency': 'USD'}",122216.0
631,tt1152830,The Joneses,2011,117.0,"Comedy,Drama","{'amount': 10000.0, 'currency': 'USD'}",7000000.0
636,tt1155060,Down the Shore,2011,93.0,"Drama,Romance,Thriller",,6558.0
637,tt1155076,The Karate Kid,2010,140.0,"Action,Drama,Family","{'amount': 40000000, 'currency': 'USD'}",359126022.0
645,tt1161864,The Rite,2011,114.0,"Drama,Horror,Mystery","{'amount': 37000000, 'currency': 'USD'}",96560591.0
652,tt1171222,Baggage Claim,2013,96.0,Comedy,"{'amount': 8500000.0, 'currency': 'USD'}",22871096.0
653,tt1172047,Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche,2011,86.0,Documentary,,86202.0
654,tt1172049,Demolition,2015,101.0,"Comedy,Drama","{'amount': 10000000.0, 'currency': 'USD'}",4366460.0
657,tt1172991,The Company Men,2010,104.0,Drama,"{'amount': 15000000, 'currency': 'USD'}",8087000.0
659,tt1174042,The Myth of the American Sleepover,2010,96.0,"Comedy,Drama,Romance",,41642.0
661,tt1175709,All Good Things,2010,101.0,"Crime,Drama,Mystery",,1754389.0
665,tt1178665,A Walk in the Woods,2015,104.0,"Adventure,Biography,Comedy","{'amount': 8000000.0, 'currency': 'USD'}",37461274.0
666,tt1179031,Cold in July,2014,109.0,"Crime,Thriller",,1547630.0
668,tt1179056,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror","{'amount': 35000000, 'currency': 'USD'}",115695182.0
669,tt1179069,6 Souls,2010,112.0,"Horror,Mystery,Thriller","{'amount': 22000000.0, 'currency': 'USD'}",3205167.0
671,tt1179933,10 Cloverfield Lane,2016,103.0,"Drama,Horror,Mystery","{'amount': 15000000.0, 'currency': 'USD'}",110216998.0
673,tt1181795,Bunraku,2010,124.0,"Action,Drama,Fantasy","{'amount': 25000000.0, 'currency': 'USD'}",129706.0
674,tt1182350,You Will Meet a Tall Dark Stranger,2010,98.0,"Comedy,Drama,Romance","{'amount': 22000000, 'currency': 'USD'}",36015260.0
676,tt1185371,Corman's World: Exploits of a Hollywood Rebel,2011,95.0,Documentary,,7000.0
677,tt1185416,When in Rome,2010,91.0,"Comedy,Romance","{'amount': 55000000.0, 'currency': 'USD'}",43053376.0
685,tt1189340,The Lincoln Lawyer,2011,118.0,"Crime,Drama,Thriller","{'amount': 40000000, 'currency': 'USD'}",86752352.0
689,tt1192628,Rango,2011,107.0,"Adventure,Animation,Comedy","{'amount': 135000000, 'currency': 'USD'}",245724603.0
695,tt1193631,Step Up 3D,2010,107.0,"Drama,Music,Romance","{'amount': 30000000, 'currency': 'USD'}",159291809.0
696,tt1194173,The Bourne Legacy,2012,135.0,"Action,Adventure,Thriller","{'amount': 125000000, 'currency': 'USD'}",276144750.0
699,tt1195478,The Five-Year Engagement,2012,124.0,"Comedy,Romance","{'amount': 30000000, 'currency': 'USD'}",54169363.0
701,tt1196134,Crazy on the Outside,2010,96.0,"Comedy,Crime",,88335.0
702,tt1196141,Diary of a Wimpy Kid,2010,94.0,"Comedy,Drama,Family","{'amount': 15000000, 'currency': 'USD'}",76196538.0
705,tt1196340,Inhale,2010,83.0,"Drama,Thriller","{'amount': 10000000.0, 'currency': 'USD'}",80112.0
708,tt1196948,The Necessary Death of Charlie Countryman,2013,103.0,"Comedy,Drama,Romance",,443990.0
714,tt1198156,You're Not You,2014,102.0,Drama,,894964.0
726,tt1204342,The Muppets,2011,103.0,"Adventure,Comedy,Family","{'amount': 45000000, 'currency': 'USD'}",165184237.0
727,tt1204975,Last Vegas,2013,105.0,"Comedy,Drama","{'amount': 28000000, 'currency': 'USD'}",134409025.0
728,tt1204977,Ouija,2014,89.0,"Horror,Mystery,Thriller","{'amount': 5000000, 'currency': 'USD'}",103687316.0
731,tt1205537,Jack Ryan: Shadow Recruit,2014,105.0,"Action,Drama,Thriller","{'amount': 60000000, 'currency': 'USD'}",135503748.0
742,tt1210039,Blood Done Sign My Name,2010,128.0,Drama,"{'amount': 10000000, 'currency': 'USD'}",109383.0
745,tt1210166,Moneyball,2011,133.0,"Biography,Drama,Sport","{'amount': 50000000, 'currency': 'USD'}",110206216.0
746,tt1210819,The Lone Ranger,2013,150.0,"Action,Adventure,Western","{'amount': 215000000, 'currency': 'USD'}",260502115.0
747,tt1211837,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy","{'amount': 165000000, 'currency': 'USD'}",677796076.0
748,tt1211890,Middle of Nowhere,2012,97.0,Drama,"{'amount': 200000, 'currency': 'USD'}",236806.0
749,tt1211956,Escape Plan,2013,115.0,"Action,Crime,Mystery","{'amount': 50000000.0, 'currency': 'USD'}",137328301.0
754,tt1212419,Hereafter,2010,129.0,"Drama,Fantasy,Romance","{'amount': 50000000, 'currency': 'USD'}",106956330.0
755,tt1212428,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama","{'amount': 30000000.0, 'currency': 'USD'}",19263938.0
757,tt1212436,The Back-up Plan,2010,104.0,"Comedy,Romance","{'amount': 35000000, 'currency': 'USD'}",77477008.0
759,tt1212450,Lawless,2012,116.0,"Crime,Drama","{'amount': 26000000.0, 'currency': 'USD'}",55404207.0
760,tt1212454,An Invisible Sign,2010,96.0,"Comedy,Drama,Family",,51138.0
761,tt1213012,Alpha and Omega,2010,90.0,"Adventure,Animation,Comedy","{'amount': 20000000.0, 'currency': 'USD'}",50507267.0
763,tt1213641,First Man,2018,141.0,"Biography,Drama,History","{'amount': 59000000, 'currency': 'USD'}",105713218.0
764,tt1213648,London Boulevard,2010,103.0,"Crime,Drama","{'amount': 25000000.0, 'currency': 'USD'}",8307227.0
766,tt1214962,Seeking Justice,2011,105.0,"Action,Crime,Drama","{'amount': 17000000.0, 'currency': 'USD'}",14089528.0
769,tt1216475,Cars 2,2011,106.0,"Adventure,Animation,Comedy","{'amount': 200000000, 'currency': 'USD'}",559852396.0
771,tt1216491,Kill the Messenger,2014,112.0,"Biography,Crime,Drama",,5218973.0
772,tt1216492,Leap Year,2010,100.0,"Comedy,Romance","{'amount': 19000000, 'currency': 'USD'}",32686500.0
775,tt1217209,Brave,2012,93.0,"Adventure,Animation,Comedy","{'amount': 185000000, 'currency': 'USD'}",538983207.0
776,tt1217213,Secret of the Wings,2012,75.0,"Animation,Family,Fantasy","{'amount': 35000000.0, 'currency': 'USD'}",627018.0
779,tt1217613,Battle Los Angeles,2011,116.0,"Action,Sci-Fi","{'amount': 70000000, 'currency': 'USD'}",211819354.0
781,tt1219289,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller","{'amount': 27000000, 'currency': 'USD'}",161849455.0
782,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010,97.0,"Action,Adventure,Animation","{'amount': 80000000, 'currency': 'USD'}",140073390.0
784,tt1219827,Ghost in the Shell,2017,107.0,"Action,Drama,Sci-Fi","{'amount': 110000000, 'currency': 'USD'}",169846945.0
793,tt1220888,Henry's Crime,2010,108.0,"Comedy,Crime,Drama","{'amount': 12000000.0, 'currency': 'USD'}",2169799.0
798,tt1222816,Pollen,2011,81.0,"Documentary,Family,News",,192467.0
799,tt1222817,Zookeeper,2011,102.0,"Comedy,Family,Romance","{'amount': 80000000, 'currency': 'USD'}",169852759.0
800,tt1223236,African Cats,2011,89.0,"Adventure,Documentary","{'amount': 5000000.0, 'currency': 'USD'}",30857747.0
801,tt1223411,Bert Stern: Original Madman,2011,89.0,Documentary,,34005.0
807,tt1225856,Retina,2017,87.0,"Drama,Thriller",,41280.0
808,tt1226229,Get Him to the Greek,2010,109.0,"Adventure,Comedy,Music","{'amount': 40000000, 'currency': 'USD'}",91720255.0
809,tt1226240,A Late Quartet,2012,105.0,"Drama,Music",,6303709.0
810,tt1226274,Happy New Year,2011,104.0,"Drama,War",,14874.0
814,tt1226753,The Debt,2010,113.0,"Drama,Thriller","{'amount': 20000000, 'currency': 'USD'}",45636368.0
815,tt1226766,The Great Gilly Hopkins,2015,99.0,"Comedy,Drama,Family","{'amount': 5000000.0, 'currency': 'USD'}",97798.0
817,tt1226837,Beautiful Boy,2018,120.0,"Biography,Drama","{'amount': 25000000.0, 'currency': 'USD'}",16636604.0
824,tt1228705,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi","{'amount': 200000000, 'currency': 'USD'}",623933331.0
827,tt1229238,Mission: Impossible - Ghost Protocol,2011,132.0,"Action,Adventure,Thriller","{'amount': 145000000, 'currency': 'USD'}",694713380.0
828,tt1229340,Anchorman 2: The Legend Continues,2013,119.0,Comedy,"{'amount': 50000000, 'currency': 'USD'}",173649931.0
833,tt1230168,Same Kind of Different as Me,2017,119.0,"Biography,Drama","{'amount': 15000000.0, 'currency': 'USD'}",6423605.0
834,tt1230213,Bound to Vengeance,2015,93.0,"Horror,Thriller",,160358.0
835,tt1230215,Not Fade Away,2012,112.0,Drama,"{'amount': 20000000, 'currency': 'USD'}",636399.0
839,tt1231583,Due Date,2010,95.0,"Adventure,Comedy","{'amount': 65000000, 'currency': 'USD'}",211780824.0
840,tt1231586,A Good Old Fashioned Orgy,2011,95.0,"Comedy,Romance",,1378947.0
841,tt1231587,Hot Tub Time Machine,2010,101.0,"Comedy,Sci-Fi","{'amount': 36000000, 'currency': 'USD'}",64780213.0
843,tt1232200,That's My Boy,2012,116.0,Comedy,"{'amount': 70000000, 'currency': 'USD'}",57719093.0
849,tt1232829,21 Jump Street,2012,109.0,"Action,Comedy,Crime","{'amount': 42000000, 'currency': 'USD'}",201585328.0
852,tt1233334,Pariah,2011,86.0,Drama,"{'amount': 450000.0, 'currency': 'USD'}",769552.0
853,tt1234654,Greenberg,2010,107.0,"Comedy,Drama,Romance",,6344112.0
854,tt1234719,Red Dawn,2012,93.0,"Action,Sci-Fi,Thriller","{'amount': 65000000, 'currency': 'USD'}",50950296.0
855,tt1234721,RoboCop,2014,117.0,"Action,Crime,Sci-Fi","{'amount': 100000000, 'currency': 'USD'}",242688965.0
859,tt1235170,The Future,2011,91.0,"Drama,Fantasy,Romance","{'amount': 1000000, 'currency': 'USD'}",887172.0
863,tt1235522,Broken City,2013,109.0,"Crime,Drama,Thriller","{'amount': 35000000, 'currency': 'USD'}",34737199.0
865,tt1235790,Magic Trip: Ken Kesey's Search for a Kool Place,2011,107.0,Documentary,,155005.0
867,tt1236472,Lemmy,2010,116.0,"Biography,Documentary,Music",,131.0
881,tt1240982,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy","{'amount': 49900000, 'currency': 'USD'}",28013733.0
883,tt1241226,Locker 13,2014,90.0,Thriller,"{'amount': 300000.0, 'currency': 'USD'}",3496.0
891,tt1242432,I Spit on Your Grave,2010,108.0,"Horror,Thriller","{'amount': 2000000, 'currency': 'USD'}",1278650.0
892,tt1242599,Bellflower,2011,106.0,"Action,Drama,Romance","{'amount': 17000.0, 'currency': 'USD'}",172935.0
898,tt1243957,The Tourist,2010,103.0,"Action,Adventure,Thriller","{'amount': 100000000, 'currency': 'USD'}",278780441.0
899,tt1243974,Aloha,2015,105.0,"Comedy,Drama,Romance","{'amount': 37000000, 'currency': 'USD'}",26250020.0
901,tt1244658,Burning Bright,2010,86.0,"Drama,Horror,Thriller",,58147.0
902,tt1244659,Extraordinary Measures,2010,106.0,Drama,"{'amount': 31000000, 'currency': 'USD'}",15134293.0
907,tt1245492,This Is the End,2013,107.0,"Comedy,Fantasy","{'amount': 32000000, 'currency': 'USD'}",126041322.0
908,tt1245526,RED,2010,111.0,"Action,Comedy,Crime","{'amount': 58000000, 'currency': 'USD'}",199006387.0
909,tt1245534,Snatched,2011,81.0,Comedy,"{'amount': 3000000.0, 'currency': 'USD'}",60900000.0
916,tt1247667,High School,2010,99.0,Comedy,"{'amount': 10000000.0, 'currency': 'USD'}",221590.0
925,tt1250861,Under the Boardwalk: The Monopoly Story,2010,88.0,"Documentary,History,Sport",,13080.0
927,tt1251743,Salvation Boulevard,2011,96.0,"Action,Comedy,Drama","{'amount': 5500000, 'currency': 'USD'}",89182.0
932,tt1253863,300: Rise of an Empire,2014,102.0,"Action,Fantasy,War","{'amount': 110000000, 'currency': 'USD'}",337580051.0
933,tt1253864,Immortals,2011,110.0,"Action,Drama,Fantasy","{'amount': 75000000, 'currency': 'USD'}",226904017.0
935,tt1254978,Daylight,2010,75.0,"Crime,Horror,Thriller",,4171.0
936,tt1255919,Holmes & Watson,2018,90.0,"Adventure,Comedy,Crime","{'amount': 42000000, 'currency': 'USD'}",40466970.0
941,tt1258972,The Man with the Iron Fists,2012,95.0,Action,"{'amount': 15000000, 'currency': 'USD'}",20546518.0
942,tt1258998,The Tenant,2010,96.0,"Action,Horror,Thriller",,15003.0
943,tt1259521,The Cabin in the Woods,2011,95.0,Horror,"{'amount': 30000000.0, 'currency': 'USD'}",70055998.0
944,tt1259528,Den of Thieves,2018,140.0,"Action,Crime,Drama","{'amount': 30000000.0, 'currency': 'USD'}",80509622.0
952,tt1261945,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance","{'amount': 100000000, 'currency': 'USD'}",290745055.0
953,tt1261954,Take Me Home,2011,97.0,"Comedy,Romance",,39021.0
957,tt1262416,Scream 4,2011,111.0,"Horror,Mystery","{'amount': 40000000, 'currency': 'USD'}",97231420.0
963,tt1262941,Pickin' & Grinnin',2010,108.0,Comedy,"{'amount': 1500000.0, 'currency': 'USD'}",4000.0
965,tt1262958,A Small Act,2010,88.0,Documentary,,1311.0
970,tt1262990,Paradise,2013,86.0,"Comedy,Drama",,19565.0
973,tt1264115,The Trial,2010,101.0,"Drama,Mystery",,19753.0
977,tt1265990,The Roommate,2011,91.0,"Drama,Thriller","{'amount': 16000000, 'currency': 'USD'}",40492652.0
978,tt1266615,BoyBand,2010,90.0,Comedy,"{'amount': 750000.0, 'currency': 'USD'}",28336.0
979,tt1267297,Hercules,2014,98.0,"Action,Adventure,Fantasy","{'amount': 100000000, 'currency': 'USD'}",244819862.0
983,tt1268799,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy","{'amount': 19000000, 'currency': 'USD'}",36192775.0
989,tt1270277,Sympathy for Delicious,2010,96.0,Drama,,13826.0
993,tt1270296,The Killing Jar,2010,92.0,"Crime,Mystery,Thriller","{'amount': 400000.0, 'currency': 'USD'}",2339.0
994,tt1270761,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller","{'amount': 25000000, 'currency': 'USD'}",38269529.0
996,tt1270798,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi","{'amount': 160000000, 'currency': 'USD'}",352616690.0
997,tt1270835,Hatchet II,2010,85.0,"Action,Comedy,Horror","{'amount': 800000.0, 'currency': 'USD'}",156190.0
998,tt1272878,2 Guns,2013,109.0,"Action,Comedy,Crime","{'amount': 61000000, 'currency': 'USD'}",131940411.0
1007,tt1273219,The Last Film Festival,2016,90.0,Comedy,"{'amount': 650000.0, 'currency': 'USD'}",3558.0
1010,tt1273241,Brotherhood,2010,76.0,"Crime,Drama,Thriller",,32416.0
1011,tt1273678,The Spy Next Door,2010,94.0,"Action,Comedy,Family","{'amount': 28000000, 'currency': 'USD'}",66166000.0
1015,tt1274296,Listen to Your Heart,2010,102.0,"Drama,Music,Romance",,23148.0
1016,tt1274300,The Tempest,2010,110.0,"Comedy,Drama,Fantasy","{'amount': 20000000, 'currency': 'USD'}",405861.0
1019,tt1276104,Looper,2012,113.0,"Action,Crime,Drama","{'amount': 30000000, 'currency': 'USD'}",176506819.0
1023,tt1276962,How to Make Money Selling Drugs,2012,96.0,"Crime,Documentary",,39192.0
1029,tt1277953,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy","{'amount': 145000000, 'currency': 'USD'}",746921274.0
1032,tt1278379,Jack Goes Boating,2010,91.0,"Drama,Romance",,801206.0
1034,tt1279935,Date Night,2010,88.0,"Comedy,Crime,Romance","{'amount': 55000000, 'currency': 'USD'}",152263880.0
1038,tt1280015,Smash His Camera,2010,87.0,Documentary,,3644.0
1039,tt1280725,Wedding Palace,2013,98.0,"Comedy,Romance","{'amount': 1000000.0, 'currency': 'USD'}",27183.0
1040,tt1282041,Anton Chekhov's The Duel,2010,95.0,Drama,,103295.0
1041,tt1282046,Fort McCoy,2011,100.0,"Drama,History,War","{'amount': 3000000.0, 'currency': 'USD'}",78948.0
1044,tt1282140,Easy A,2010,92.0,"Comedy,Drama,Romance","{'amount': 8000000, 'currency': 'USD'}",75026327.0
1048,tt1283887,Burning Palms,2010,105.0,"Comedy,Thriller","{'amount': 5000000.0, 'currency': 'USD'}",3271.0
1054,tt1284575,Bad Teacher,2011,92.0,"Comedy,Romance","{'amount': 20000000, 'currency': 'USD'}",216197492.0
1055,tt1285009,The Strangers: Prey at Night,2018,85.0,Horror,"{'amount': 5000000.0, 'currency': 'USD'}",31039126.0
1056,tt1285016,The Social Network,2010,120.0,"Biography,Drama","{'amount': 40000000, 'currency': 'USD'}",224920375.0
1062,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family","{'amount': 85000000, 'currency': 'USD'}",112483764.0
1067,tt1288558,Evil Dead,2013,91.0,"Fantasy,Horror,Thriller","{'amount': 17000000, 'currency': 'USD'}",97542952.0
1071,tt1289401,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy","{'amount': 144000000, 'currency': 'USD'}",229147509.0
1072,tt1289419,N-Secure,2010,105.0,"Crime,Drama,Thriller","{'amount': 1600000, 'currency': 'USD'}",2595644.0
1073,tt1290082,"Lebanon, Pa.",2010,100.0,Drama,,48381.0
1074,tt1290138,Frank & Lola,2016,88.0,"Crime,Drama,Romance",,9188.0
1078,tt1291150,Teenage Mutant Ninja Turtles,2014,101.0,"Action,Adventure,Comedy","{'amount': 125000000, 'currency': 'USD'}",485004754.0
1080,tt1291549,Meet Monica Velour,2010,96.0,"Comedy,Drama,Romance","{'amount': 5000000.0, 'currency': 'USD'}",33042.0
1082,tt1291570,Solace,2015,101.0,"Crime,Drama,Mystery",,22354572.0
1083,tt1291580,Behind the Candelabra,2013,118.0,"Biography,Drama,Romance","{'amount': 23000000.0, 'currency': 'USD'}",13352609.0
1084,tt1291584,Warrior,2011,140.0,"Drama,Sport","{'amount': 25000000, 'currency': 'USD'}",23308615.0
1085,tt1292566,How to Be Single,2016,110.0,"Comedy,Drama,Romance","{'amount': 38000000, 'currency': 'USD'}",112343513.0
1089,tt1293751,Casting By,2012,89.0,Documentary,,22497.0
1092,tt1294136,As Good as Dead,2010,100.0,"Crime,Thriller",,55618.0
1095,tt1294226,The Last Song,2010,107.0,"Drama,Music,Romance","{'amount': 20000000, 'currency': 'USD'}",89137047.0
1096,tt1294688,Last Night,2010,93.0,"Drama,Romance",,11042068.0
1099,tt1294970,The Angriest Man in Brooklyn,2014,83.0,"Comedy,Drama",,615198.0
1103,tt1296373,The FP,2011,82.0,Comedy,"{'amount': 60000.0, 'currency': 'USD'}",40557.0
1108,tt1296898,Waiting for Forever,2010,95.0,"Comedy,Drama,Romance","{'amount': 5000000, 'currency': 'USD'}",25517.0
1110,tt1297921,Christina,2010,90.0,Drama,"{'amount': 500000.0, 'currency': 'USD'}",11000.0
1117,tt1298644,The Hustle,2019,93.0,"Comedy,Crime","{'amount': 21000000, 'currency': 'USD'}",95017038.0
1119,tt1298649,The Watch,2012,102.0,"Action,Comedy,Horror","{'amount': 68000000, 'currency': 'USD'}",68267862.0
